position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
65	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	QpjCzckl0VY	2016-12-22T17:44:55.000Z	2016-12-22 18:44:55	SIMPLY AMAZING: Donald Trump FANTASTIC Rally in Novi, Michigan (9/30/2016) Trump Michigan Speech	Full Epeech - Republican Presidential Nominee Donald Trump delivers campaign speech rally Donald Trump Rally Donald Trump Speech Donald Trump campaign	25	News & Politics	PT58M46S	3526	2d	hd	false		1	0	0	0	0
66	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	w-SLXWPRftA	2016-12-22T17:24:33.000Z	2016-12-22 18:24:33	LeBron James Reacts to Donald Trump's Win over Hillary Clinton	Post-election, LeBron says 'We all have to do our part'LeBron James when asked about President-elect Donald Trump "He's our President and no matter if you agree with it or disagree with it, he's the guy." 2016-17 NBA season Full Game Highlights Regular November 10 10th 2016 2017 Cavaliers Warriors Nuggets Bulls Heat Lakers Kings pelicans Bucks Ximo Pierto NBATV HD Live Stream Streaming 720p Youtube Official Channel Top 10 Plays Dunks Inside the NBA Shaq Episode Shaqtin' A Fool For more information, as well as all the latest NBA news and highlights, log onto the league's official website at http://www.NBA.com Subscribe to NBA LEAGUE PASS at http://www.nba.com/leaguepass Like Us on Facebook: https://www.facebook.com/XimoPierto Follow Us on Twitter: https://www.twitter.com/XimoPierto DISCLAIMER - All clips property of the NBA. No copyright infringement is intended, all videos are edited to follow the "Free Use" guideline of YouTube.	17	Sports	PT7M8S	428	2d	hd	false		7	0	0	0	0
67	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	FTgDs1TpdSk	2016-12-22T17:25:38.000Z	2016-12-22 18:25:38	*HARDEST VERSION* Try Not to Laugh or Grin While Watching Donald Trump Funniest Moments 2016 #3	★Donald Trump won the second presidential debate. Try Not to Laugh or Grin While Watching Donald Trump Funniest Moments 2016 #3 ★Watch, like, share and Comment your favorite emojis Vine on The Funniest Vines TV ★Please leave a like if you enjoyed and tell me what you think in the comments! ★Don't forget to subscribe my channel to help us reach to 100.000 Subscribe : http://bit.ly/SubscribeFVTV ----------------------------------------­---------------------- Also you can: Subscribe our channel: http://bit.ly/SubscribeFVTV Add to your circles Google+: http://bit.ly/GFunVineTV Like us on Facebook: http://bit.ly/FBFunVinesTV Follow us on Twitter: http://bit.ly/TWFunVineTV ----------------------------------------­---------------------- * None of these images, music &amp; video clips were created/owned by us. * If you have an issue with me posting this song or picture please contact me through email "jettwheare110586@hotmail.com" or the YouTube private messaging system. Once I have received your message and determined you are the proper owner of this content I will have it removed! ☎ CONTACT US: jettwheare110586@hotmail.com ----------------------------------------­---------------------- #funnyvines #funniestvines #funnyvines2016 #funnyvine2016	24	Entertainment	PT15M7S	907	2d	hd	false		1	0	0	0	0
68	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	SD69g9VSN_c	2016-12-22T17:20:30.000Z	2016-12-22 18:20:30	INI Yang di Takutkan DONALD TRUMP & Amerika Dari ISLAM	INI Yang di Takutkan DONALD TRUMP & Amerika Dari ISLAM	24	Entertainment	PT10M39S	639	2d	sd	false		7	0	0	0	0
69	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	ucX04OPUzYQ	2016-12-22T17:36:57.000Z	2016-12-22 18:36:57	FULL Donald Trump Addresses The Nation With Anti -Terrorism Speech At New Hampshire Rally 6/13/16	TRUMP BIRTHDAY RALLY! MUST WATCH! https://www.youtube.com/watch?v=m6eazuXSXaU Monday, June 13, 2016: Donald Trump Will Address The Nation With A Powerful Anti-Terrorism Speech At New Hampshire Rally (6-13-16) at 2:00 PM EDT https://www.youtube.com/watch?v=AnUE1LtxalI&feature=youtu.be Live streaming coverage of Donald Trump's speech on Hillary Clinton in Manchester, NH at Saint Anselm College - New Hampshire Institute of Politics Auditorium. Coverage begins at 2:30 PM EDT. LIVE Stream: Donald Trump Manchester New Hampshire Rally (6-13-16) LIVE Stream: Donald Trump Speech in Manchester, NH- Saint Anselm College (6-13-16) ―――――――――――――――――――――――――――――― ★ Welcome To Our ★ LIVE Broadcasting Trump S peech & Rally 2016 ★ YT Channel! ★ Subscribe ★ Like ★ Favorite ★ Comment ★ Share ―――――――――――――――――――――――――――――― ★ If You Enjoy The Channel Please Consider To Subscribe ★ LIVE Broadcasting Trump Speech & Rally 2016 ★ Favorite Videos ★ ―――――――――――――――――――――――――――――― ★ OUT OUT OUT MIX https://www.youtube.com/watch?v=OKmKVBiGLlk ★ KKK Protester https://www.youtube.com/watch?v=v11nceoFJRg ★ KKK Vampire https://www.youtube.com/watch?v=enylMrck34o ―――――――――――――――――――――――――――――― ―――――――――――――――――――――――――――――― ★ Social Media ★ ★ http://www.donaldjtrump.com/schedule EVENTS ★ https://www.youtube.com/channel/UCzsV1Z3HsBOPYPtkw0Uw0Ug SUBSCRIBE ★ https://www.facebook.com/Donald-Trump-Live-Streams-439359016240537/ FACEBOOK ―――――――――――――――――――――――――――――― Donald J. Trump is the very definition of the American success story, continually setting the standards of excellence while expanding his interests in real estate, sports and entertainment. He is a graduate of the Wharton School of Finance. An accomplished author, Mr. Trump has authored over fifteen bestsellers, and his first book, The Art of the Deal, is considered a business classic and one of the most successful business books of all time. Mr. Trump is the Emmy-nominated star and co-producer of the reality television series, “The Apprentice” which quickly became the number one show on television, making ratings history and receiving rave reviews and world wide attention. “The Celebrity Apprentice” has met with great success as well, being one of the highest rated shows on television. The Apprentice’s record fourteenth season premiered in January, 2015. “You’re fired!” is listed as the third greatest television catchphrase of all time. In 2007, Mr. Trump received a star on the Hollywood Walk of Fame, and he is among the highest paid public speakers in the world. The Apprentice has raised over $15 million for charity. Mr. Trump was born in Queens, New York. He is married to Melania Trump and father to Donald Trump Jr., Ivanka, Eric, Tiffany and Barron. He is a proud grandfather of seven.	25	News & Politics	PT50M25S	3025	2d	hd	false		3	0	0	0	0
70	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	0urtyl_QJvM	2016-12-22T17:18:32.000Z	2016-12-22 18:18:32	DONALD TRUMP is God's End-Time President | The 58 CODE	7 minutes from "The 58 Code: Enoch's Prophecy About President Trump & Prime Minister Benjamin Netanyahu" http://www.discover.org.au/shop Support Discover Ministries: http://www.discover.org.au/give Join Pastor Steve Cioccolanti on a tour to the Holy Lands (Israel & Jordan) in 2017. Register your interest now: http://www.discover.org.au/israel	25	News & Politics	PT7M32S	452	2d	hd	false		122	0	0	0	0
71	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	84MnNZCspW0	2016-12-22T17:18:01.000Z	2016-12-22 18:18:01	11/2/16 Famous Black Celebrities that Support Donald Trump (AWESOME)	#freeassange #AsapRocky #Meekmill #youngthug #wikileaks #blm #blacklivesmatter #mickjenkins #KendrickLamar #schoolboyq #fettywap #travi$scott #yg #bigsean #chancetherapper #vincestaples #earlsweatshirt #donnabrazile #donaldtrump #anthonyweiner	22	People & Blogs	PT6M21S	381	2d	hd	false		10	0	0	0	0
72	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	qk4mFyhzIH8	2016-12-22T17:19:45.000Z	2016-12-22 18:19:45	EPIC Donald Trump Goes On Super Aggressive Rampage Against Media And The Democratic party! Warren,MI	WATCH THIS FULL 60MIN SPEECH ON THIS LINK! https://www.youtube.com/watch?v=LN2iGMCdnLo VOTE DONALD J. TRUMP FOR PRESIDENT ON NOVEMBER 8TH 2016 TO MAKE AMERICA GREAT AGAIN! #NEVERHILLARY!	25	News & Politics	PT10M59S	659	2d	hd	false		0	0	0	0	0
73	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	iN5DlOaRMi0	2016-12-22T17:22:06.000Z	2016-12-22 18:22:06	Biography : Donald Trump (Documentary)	He is a modern Midas who has elevated the business of deal-making to an art form and came to epitomize a glitzy, greedy era, only to see his fortune and fame threatened by changing times. By the age of 40, Donald Trump was one of New York's most successful real estate developers. The epitome of '80s glamour, he had a high profile wife, a lavish lifestyle and public adulation. But as the decade ended, it seemed that his luck went with it. Here is the story of his incredible rise, decline and improbable rebirth as a mogul for the '90s. It is a fascinating look at the life and times of the man whose name has become a symbol of wealth and status Donald Trump. "Donald Trump: Deal Maker" profiles the real-estate tycoon. Included: wife Marla Maples; Judge Maryanne Trump Barry (Trump's sister); attorney Jay Goldberg; George Roff of the U.S. Department of Commerce; and Trump assistant Norma Foederer. Also Check out : Donald Trump: All American Billionaire (Documentary) https://www.youtube.com/watch?v=8vEovgAzwSo Biography : Hillary Clinton (Documentary) https://www.youtube.com/watch?v=0Uj0NREcFSY More on : http://www.biography.com/people/donald-trump-9511238 http://www.amazon.com/Bio-donald-Trump-deal-Maker/dp/B00062J148 This video is for educational, informational and for constructive commentary and criticism purposes. I might have made alteration to the original video. All copyrights belong to the original owner where applicable and this video is uploaded keeping in mind the fair use exception of the act. If any rights are violated, please let me know and I shall take it off. Do share your views, comments and suggestions on the video. Please like, share, subscribe if you enjoyed it. Thank you.	25	News & Politics	PT45M48S	2748	2d	sd	false		12	0	0	0	0
74	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	PfCLXtjQMrE	2016-12-22T17:14:27.000Z	2016-12-22 18:14:27	Bill Maher, Comedian, Speaks on Donald Trump.	Watch Live: 19 Days to The Election. Click here: http://www.youtube.com/channel/UC7YCAJtT1u9g0dhJhe3sONw/live	25	News & Politics	PT16M14S	974	2d	sd	false		11	0	0	0	0
75	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	ilQTNzMM390	2016-12-22T17:14:25.000Z	2016-12-22 18:14:25	Ted Nugent on President Donald J Trump - You have got to see this!	Ted Nugent Celebrates Trump’s Presidential Victory: ‘Thank You, America!’ Here is his Facebook Page post https://www.facebook.com/search/top/?q=ted%20nugent	25	News & Politics	PT11M27S	687	2d	hd	false		8	0	0	0	0
76	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	xMRnrjok7a8	2016-12-22T17:11:35.000Z	2016-12-22 18:11:35	DONALD TRUMP ON 9/11 TRUTH (WATCH THIS BEFORE VOTING)	He makes a better point than most...	25	News & Politics	PT4M11S	251	2d	hd	false		10	0	0	0	0
77	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	1MVPep2VYYM	2016-12-22T17:35:21.000Z	2016-12-22 18:35:21	Full Event: Donald Trump Foreign Policy Speech in Youngstown, Ohio (August 15, 2016)	Full Epeech - Republican Presidential Nominee Donald Trump delivers campaign speech rally Donald Trump Rally Donald Trump Speech Donald Trump campaign	25	News & Politics	PT1H9M59S	4199	2d	hd	false		0	0	0	0	0
78	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	mUNvi8GtxYY	2016-12-22T17:21:27.000Z	2016-12-22 18:21:27	President-Elect Donald Trump in a Full Interview. #CNN #BBC #FoxNews	◙ { Thanks for stopping by my Channel! Be sure to subscribe for daily content! } ◙	25	News & Politics	PT43M42S	2622	2d	hd	false		30	1	0	0	0
79	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	16YkQje9Xxo	2016-12-22T16:59:01.000Z	2016-12-22 17:59:01	Donald Trump at Navy Army Football Game 2016		23	Comedy	PT2M14S	134	2d	hd	false		0	0	0	0	0
80	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	VvkoQtbdRSs	2016-12-22T16:58:24.000Z	2016-12-22 17:58:24	Donald Trump's Argument For America		22	People & Blogs	PT1M57S	117	2d	hd	false		0	0	0	0	0
81	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	KQEyautYZyM	2016-12-22T17:03:13.000Z	2016-12-22 18:03:13	Best & Funniest Donald Trump Moments - All Debates	A compilation of some of the Best and Funniest moments of Donald Trump in all of the debates. Like this channel? Click the link below to subscribe/support my new gaming channel! http://goo.gl/0LjNjr Connect with us on Facebook: https://www.facebook.com/epuzz Connect with us on Twitter: @puzzluzz Feel free to comment any compilation suggestions! And Subscribe For More!	24	Entertainment	PT16M13S	973	2d	hd	false		2	0	0	0	0
82	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	ureYeFxo4jc	2016-12-22T17:39:03.000Z	2016-12-22 18:39:03	Full Speech: Donald Trump THANK YOU Rally in Grand Rapids, Michigan (12/9/2016) Trump Live Speech	Watch Live: President-Elect Donald Trump Rally in Grand Rapids, MI (12/6/2016) - Donald Trump Kicks Off Victory Tour in Grand Rapids, MI - DONALD TRUMP Grand Rapids LIVE - Trump Live Grand Rapids Speech - THANK YOU Rally Victory Tour Join President-Elect Donald J. Trump for the USA Thank You Tour 2016 at the DeltaPlex. - victory speech - FRIDAY, DECEMBER 09, 2016 - GRAND RAPIDS, MI Donald J. Trump DeltaPlex Arena 7:00 PM Doors open at 4pm. Donald Trump Speech in Grand Rapids, Michigan Rally (12/9/2016) Donald Trump Grand Rapids Rally, MI Speech (12/9/2016) Donald Trump THANK YOU Rally in Grand Rapids Donald Trump Rally in Grand Rapids MI	25	News & Politics	PT1H56M7S	6967	2d	hd	false		9	0	0	0	0
83	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	zwBSvSXJvII	2016-12-22T17:12:41.000Z	2016-12-22 18:12:41	TRUMP: the COMING LANDSLIDE. ~Ancient Prophecy Documentary of Donald Trump / 2016	TRUMP: Do the secrets of the ancient past prophecy a LANDSLIDE VICTORY for Donald TRUMP? http://godinanutshell.com/product-category/dvds/ and mathematically prophecy of Donald Trump victory in 2016 presidential election? Trump Prophecy: Trump Inauguration Prophecy https://youtu.be/gBJKwlQkq6o See also: Hillary: Losing by a Landslide and Rigging the Election: https://youtu.be/gQnb1pc4Drw ~trey Trump prophecy documentary is written, directed and produced by Trey Smith / God in a Nutshell project http://godinanutshell.com/ Trey Smith documentaries that are exclusively on DVD: http://godinanutshell.com/product-category/dvds/ Trey Smith website: http://godinanutshell.com/ Trey Smith Facebook https://www.facebook.com/officialTreySmith/ Trey God in a Nutshell https://www.facebook.com/GodInANutshellProject/ TRUMP: The Prophecy of Donald Trump. TRUMP and the Hebrew year 5777? These mysteries, and wealth's of others. Trump "Make America Great Again" written (copyrighted) by: Caspar McCloud. "Make America Great Again" by Caspar McCloud. "Make America Great Again" (Trump / Donald Trump / Trump 2016 election slogan) is licensed for use in this use in this video, was originally written for use in this Trump prophecy video. TRUMP: In this documentary of Donald Trump and the prophecy of Trump... The truth is there are prophecy a plenty surrounding this Trump vs. Clinton 2016 election (Trump v Clinton 2016 presidential election). The bulk of prophecy focuses on Trump.... Donald Trump.... a man (Trump) commonly now seen (in prophecy circles) as a "modern "Cyrus". TRUMP: We delve into the heart of prophecy looking at the mathematical enigmas surrounding Trump, the ancient texts eerily seeming to foreshadow Trump, the financial Trump coincidences & property Trump coincidences that appear to match with ancient records... from both the Bible and Babylon. TRUMP: Begging the question, can mysteries from some 2,500 years in our past actually be a foreshadowing of the future of the United States, and even possibly predict a LANDSLIDE victory for Donald Trump. As absurd as this could easily sound, the journey through the prophecy of the past and comparisons with Donald Trump may -- at minimum -- astound you? TRUMP: Further we take a ride through the mathematics surrounding Trump -- which again strangely stretches from the ancient past (of King Cyrus, no-less) to modern day.... again seeming to fascinatingly encircle Donald Trump. TRUMP: Clips used for Trump / Donald Trump / Trump prophecy commentary in this video include (but are/may not (be) limited to):Trump v Clinton, Trump v Clinton presidential debate, Trump v Clinton (PBS)Trump v Clinton Taxes (CNN), Trump on Islam (FOX), Trump on immigration (CNN), Trump on Mexico (CSPAN), Trump on Wall (CSPAN), Trump Crooked Hillary (MSNBC), etc. TRUMP: Contributors to Trump Prophecy documentary: Trump "Make America Great Again" written (copyrighted) by: Capspar McCloud. "Make America Great Again" by Caspar McCloud https://www.facebook.com/pastor.c.mccloud?fref=ts Trump documentary music: Mattia Cupelli https://www.youtube.com/user/MattiaCupelliMusic Trump additional music: https://www.facebook.com/AnthonyCMeyer?fref=ts Trump prophecy by Kim Clement: http://www.kimclement.com/index.php https://www.youtube.com/user/ProphetKimClement Trump prophecy by Mark Taylor (courtesy TruNews ~ Rick Wiles). Trump TruNews prophecy https://www.youtube.com/user/TRUNEWSofficial Trump prophecy by Sadhu Sundar Selvaraj http://www.jesusministries.org/aboutus.php?reloaded=true TRUMP: Additional thanks to Sunbeam America (future free energy) interview in Trump prophecy video. Also Special thanks to CEO Michael Hughes John Paul Dumas II Ph.D Certified Private Equity Professional, China (Donald Trump on China / Trump Prophecy) Henry Shaffer: President Radio Station WUCC 99.9 and Project SEER (Trump and year 5777) https://www.youtub	28	Science & Technology	PT1H1M36S	3696	2d	hd	false		42	0	0	0	0
84	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	Nw8II_KcOgo	2016-12-22T17:02:13.000Z	2016-12-22 18:02:13	Full Speech: Donald Trump Rally in Baton Rouge, Louisiana (12/9/2016) Trump Live Baton Rouge Speech	Watch Live: President-Elect Donald Trump Get-Out-the-Vote Rally Rally in Baton Rouge, LA (12/6/2016) - Donald Trump Kicks Off Victory Tour in Baton Rouge, LA - DONALD TRUMP Baton Rouge LIVE - Trump Live Baton Rouge Speech - THANK YOU Rally Victory Tour President-Elect Donald J. Trump will attend the Louisiana GOP's Get-Out-the-Vote Rally at the Dow Chemical Hangar in Baton Rouge. Doors open 10:00am. - FRIDAY, DECEMBER 09, 2016 - BATON ROUGE, LA Donald J. Trump Dow Chemical Hangar 10:00 AM stars Donald Trump Speech in Baton Rouge, Louisiana Rally (12-9-2016) Donald Trump Baton Rouge Rally, LA Speech (12-9-2016) Donald Trump THANK YOU Rally in Baton Rouge Donald Trump Rally in Baton Rouge LA LIVE: President-Elect Trump Rally for John Kennedy in Baton Rouge 12/9/16	25	News & Politics	PT42M18S	2538	2d	hd	false		2	0	0	0	0
85	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	He33TM6PRLg	2016-12-22T16:45:45.000Z	2016-12-22 17:45:45	Kellyanne Conway Speech at Donald Trump THANK YOU Rally in Mobile, Alabama (12/17/2016)	Watch Live: President-Elect Donald Trump THANK YOU Rally in Mobile, Alabama (12/17/2016) - Donald Trump Kicks Off Victory Tour in Mobile, AL - DONALD TRUMP Mobile LIVE - Trump Live Mobile Speech - THANK YOU Rally Victory Tour Join President-Elect Donald J. Trump and team for the USA Thank You Tour 2016 at the Ladd–Peebles Stadium. - SATURDAY, DECEMBER 17, 2016 - donald trump alabama live Donald J. Trump ​Ladd–Peebles Stadium 3:00 PM Gates open at 11am. Donald Trump Speech in Mobile, Alabama Rally (12/17/2016) Donald Trump Mobile Rally, AL Speech (12/17/2016) Donald Trump THANK YOU Rally in Mobile Donald Trump Rally in Mobile AL Kellyanne Conway Speech at Donald Trump THANK YOU Rally in Mobile, Alabama (12/17/2016)	25	News & Politics	PT3M11S	191	2d	hd	false		1	0	0	0	0
86	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	FRZ-EgxYXAs	2016-12-22T16:45:44.000Z	2016-12-22 17:45:44	Most UPSET Reactions to Donald Trump Winning Election Against Hillary	Most UPSET Reactions to Donald Trump Winning Election Against Hillary. These are the most upset reactions to Donald Trump Winning the presidential election. Rachel Maddow, Megyn Kelly, Chris Matthews, Cenk Ugyur, The View, Andrea Mitchell, React	25	News & Politics	PT9M58S	598	2d	sd	false		35	0	0	0	0
87	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	kCBqNxpNStw	2016-12-22T16:46:51.000Z	2016-12-22 17:46:51	Watch Donald Trump Expose The Illuminati (Illuminati Exposed) (2016)	Watch Donald Trump Expose The Illuminati (Illuminati Exposed) (2016) Share The Video & Subscribe To Stay Updated ! Follow Me On Twitter @3CreepyTV Music Courtesy Of Djengido (Creative Commons License)	24	Entertainment	PT10M8S	608	2d	hd	false		0	0	0	0	0
88	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	yZsZExrep2k	2016-12-22T17:15:13.000Z	2016-12-22 18:15:13	Full Event: Donald Trump "THANK YOU" Rally in Cincinnati, Ohio (12-1-2016) Trump Live Ohio Speech	Watch Live: President-Elect Donald Trump "THANK YOU" Rally in Cincinnati, Ohio (12-1-2016) - Donald Trump Kicks Off Victory Tour in Cincinnati, OH - DONALD TRUMP Cincinnati LIVE - THURSDAY, DECEMBER 01, 2016 - CINCINNATI, OH Donald J. Trump & Governor Mike Pence U.S. Bank Arena 7:00 PM stars Join us for the USA Thank You Tour 2016 in the U.S. Bank Arena. Doors open at 4:00pm. Donald Trump Speech in Cincinnati, Ohio Rally (12-1-2016) Donald Trump Cincinnati Rally, Ohio Speech (12-1-2016) Donald Trump THANK YOU Rally in Cincinnati	25	News & Politics	PT1H42M22S	6142	2d	hd	false		0	0	0	0	0
89	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	QEBjnoLtFSI	2016-12-22T16:37:12.000Z	2016-12-22 17:37:12	Donald Trump Mobile Alabama Thank You Rally FULL Speech 12/17/16	Donald Trump Mobile Alabama Thank You Rally FULL Speech 12/17/16. President-elect Donald Trump holds his last ‘Thank You’ tour rally of the year in Mobile, Alabama at the Ladd-Peebles Stadium. Trump is scheduled to speak at 4:00 PM ET.	25	News & Politics	PT1H3M26S	3806	2d	sd	false		3	0	0	0	0
90	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	hUbbaqAAItY	2016-12-22T16:47:28.000Z	2016-12-22 17:47:28	FULL EVENT: Donald Trump "THANK YOU" Rally in Fayetteville, North Carolina (12/6/2016)	Watch Live: President-Elect Donald Trump Rally in Fayetteville, NC (12/6/2016) - Donald Trump Kicks Off Victory Tour in Fayetteville, NC - DONALD TRUMP Fayetteville LIVE - Trump Live Fayetteville Speech - THANK YOU Rally Victory Tour - TUESDAY, DECEMBER 06, 2016 - FAYETTEVILLE, NC Donald J. Trump ​Crown Coliseum 7:00 PM Join President-Elect Donald J. Trump for the USA Thank You Tour 2016 at the Crown Coliseum. Donald Trump Speech in Fayetteville, North Carolina Rally (12-6-2016) Donald Trump Fayetteville Rally, NC Speech (12-6-2016) Donald Trump THANK YOU Rally in Fayetteville Donald Trump Rally in Fayetteville NC Gen. James Mattis To Join Donald Trump at #NorthCarolina 'Thank You' Event	25	News & Politics	PT1H6M54S	4014	2d	hd	false		3	0	0	0	0
91	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	9-4fVoqBhGk	2016-12-22T17:01:22.000Z	2016-12-22 18:01:22	Full Event: Donald Trump Rally in West Allis, Wisconsin (12/13/2016) Trump Live West Allis Speech	Watch Live: President-Elect Donald Trump THANK YOU Rally in West Allis, WI (12/13/2016) - Donald Trump Kicks Off Victory Tour in West Allis, WI - DONALD TRUMP West Allis LIVE - Trump Live West Allis Speech - THANK YOU Rally Victory Tour Join President-Elect Donald J. Trump and Vice President-Elect Mike Pence for the USA Thank You Tour 2016 at the Wisconsin State Fair Exposition Center. - TUESDAY, DECEMBER 13, 2016 - WEST ALLIS, WI Donald J. Trump & Governor Mike Pence ​Wisconsin State Fair Exposition Center 7:00 PM Donald Trump Speech in West Allis, Wisconsin Rally (12/13/2016) Donald Trump West Allis Rally, WI Speech (12/13/2016) Donald Trump THANK YOU Rally in West Allis Donald Trump Rally in West Allis WI	25	News & Politics	PT1H43M8S	6188	2d	hd	false		3	0	0	0	0
92	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	R2cETE-86Zg	2016-12-22T16:21:17.000Z	2016-12-22 17:21:17	DONALD TRUMP'S MOST SAVAGE MOMENTS COMPILATION (Best Insults)	This is an ultimate savage moments compilation brought to you by Donald J. Trump. Prepare yourself for the roastfest. This election has been really interesting and very salty indeed. You will witness some of the best debate insults and other candidates getting destroyed in such devastating fashion. I would like to think that I make funny videos, so hit the like button if you laughed. This video is hilarious okay, go and eat a dick. No memes were needed for this video, Trump is the meme. #HEISYOURPRESIDENT Credits Grab Em by the pu**y Remix https://www.youtube.com/watch?v=pAWgjQFjos0 Background music - Kevin Macleod - Sneaky snitch https://www.youtube.com/watch?v=-SjOkb3kVgI Outro - Bing Bing Bong Remix - https://www.youtube.com/watch?v=m5uizpXJInY&t=9s	23	Comedy	PT18M43S	1123	2d	hd	false		20	0	0	0	0
93	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	QAxhKQc8rUQ	2016-12-22T16:16:36.000Z	2016-12-22 17:16:36	Watch Donald Trump's 'Thank You Tour' highlights in Mobile	President-elect Donald Trump made the final stop of his 'Thank You Tour 2016' in Mobile on Saturday (Dec. 17) afternoon.	25	News & Politics	PT6M57S	417	2d	hd	false		2	0	0	0	0
94	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	d2IcjyDfd9M	2016-12-22T16:13:50.000Z	2016-12-22 17:13:50	'No one seriously believes Donald Trump is serious' except you: CNN pundit schools Jeffrey Lord		25	News & Politics	PT6M5S	365	2d	hd	false		0	0	0	0	0
95	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	1QTgWPk8IGg	2016-12-22T16:06:39.000Z	2016-12-22 17:06:39	2016 Army vs Navy - Donald Trump on CBS (FULL Interview with CHEERING)	President-elect Donald Trump joined Verne Lundquist and Gary Danielson in the broadcast booth during the Army vs Navy football game.	17	Sports	PT7M3S	423	2d	sd	false		2	0	0	0	0
96	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	xs-VGO3K0v8	2016-12-22T16:08:21.000Z	2016-12-22 17:08:21	Judge Pirro - WE All Should APOLOGIZE - TO DONALD TRUMP..	Donald Trump - WHEN Evil Comes MY WAY (Documentary 2016) Donald Trump - Deportation Force Deport "ILLEGAL IMMIGRANTS" | Who SIGNED "OBAMA" AMNESTY Agreement Donald Trump - Deportation Force We Found It - Donald Trump | Deporting IMMIGRANTS Who SIGNED OBAMA's AMNESTY Agreement We Found It - Donald Trump | Deporting IMMIGRANTS Who SIGNED OBAMA's AMNESTY Agreement donald trump twitter donald trump news donald trump age donald trump jr donald trump polls donald trump memes donald trump daughter donald trump net worth donald trump height donald trump dead	25	News & Politics	PT33M14S	1994	2d	sd	false		2	0	0	0	0
97	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	SLdafGY4jtE	2016-12-22T16:06:46.000Z	2016-12-22 17:06:46	Donald Trump at Fox News Sunday Special - Full Interview on Russia Hacking Election	Donald Trump says he doesn't believe CIA reports Russia meddled https://youtu.be/lf6w8aYFwwI Trump, with no evidence, says Democrats made up Russia hack Trump dismisses allegations of Russian election tampering Donald Trump says he doesn't believe CIA reports Russia meddled donald Trump Thank You Rally hershey Donald Trump on Reports of Russian Hacking: I Think It’s Ridiculous Donald Trump at FOX News Sunday Special Russian Hacking donald Trump Thank You Rally hershey	25	News & Politics	PT29M25S	1765	2d	sd	false		5	0	0	0	0
98	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	GC27kXUtsAY	2016-12-22T16:08:49.000Z	2016-12-22 17:08:49	Kellyanne Conway - DONALD TRUMP was BETRAYED By Mitt Romney (Full VIDEO)	Kellyanne Conway - Donald Trump Was BETRAYED By Mitt Romney	25	News & Politics	PT19M41S	1181	2d	hd	false		2	0	0	0	0
